,x,y,z,
153,23.25889892,-8.46224982,-2.88300774,1
154,5.1437988,-6.079022126,-5.8251466,1
155,4.36613172,-1.03358766,-1.005371106,1
156,21.2605775,-4.79552604,4.62991946,1
157,-3.9851622,-1.49728398,-3.80278322,1
158,16.2560854,-3.60296028,2.95889902,1
159,11.15947266,-12.9144958,-4.21268302,1
160,-9.66615602,-4.06284802,3.61778584,1
161,10.82931486,-0.73080444,6.6465699,1
162,19.11943336,-13.74238872,-4.2074463,1
163,-0.3074889,-0.707476846,-2.395983872,1
164,15.49151018,-0.385174558,6.314746208,1
165,17.71858544,-8.01759648,0.83227544,1
166,0.19381716,-0.054779032,0.66088868,1
167,13.32156372,-6.558905072,-0.69973134,1
168,8.17567752,-4.148065296,-1.0096556,1
169,3.57584838,-0.18617552,0.94558112,1
170,10.46940318,1.6376648,1.72443844,1
171,19.544806,-8.95593868,0.08864756,1
172,9.10925922,-3.71674194,-0.083215269,1
173,6.1894959,-1.4882385,-0.14034421,1
174,17.68978276,-8.983551,5.05410151,1
175,11.32681282,-10.04614876,3.42354732,1
176,13.28919068,-7.5267639,-0.90158692,1
177,18.3762818,-11.27584844,-2.3617066,1
178,9.0207092,-7.10258184,-1.20056142,1
179,2.1047792,-8.47510388,-4.452148286,1
180,14.58554098,-7.8966738,-2.0974852,1
181,6.86599762,-4.41609498,-0.24793702,1
182,4.88314818,0.41272578,3.20978998,1
183,18.2336976,-3.14926164,1.00175779,1
184,8.36753544,-1.1383241,6.657043506,1
185,4.40326532,1.8909362,3.15408942,1
186,14.9102233,-3.64152212,0.53330086,1
187,6.45228876,-6.2413635,0.91463622,1
188,5.77769164,0.31655884,-1.338146954,1
189,17.9428163,-3.72293094,-0.909204074,1
190,14.29942,-12.27131968,-1.73233646,1
191,-1.030645796,0.140887272,2.47663584,1
192,9.06498412,-0.8960022,2.1914673,1
193,17.15467544,-9.128753642,10.79984126,1
194,2.014087,-7.73004764,-7.47236334,1
195,-4.0456238,-1.423968496,-1.77470702,1
196,11.16161512,0.070904586,0.89178464,1
197,16.40890504,-2.42324824,3.0103149,1
198,21.28152476,-9.5129456,9.691064442,1
199,1.73010862,-1.006927512,1.361669808,1
200,7.69960328,-2.11475222,2.990319668,1
201,9.4282287,-7.66911016,7.25642084,1
202,-2.52075816,0.4079651,-1.58427743,1
203,6.426580717,-3.474420204,-0.81398924,1
204,16.0209046,-8.4674866,5.82105696,1
205,3.40636586,-3.945257654,-3.994165,1
206,8.42514056,-4.55653696,3.66491702,1
207,16.15468148,-3.65723258,6.27666016,1
208,12.55651234,-3.513934406,0.557104496,1
209,15.54125968,-9.20778204,-0.71496578,1
210,0.34401862,-2.26614372,-7.4966431,1
211,3.61393432,-0.21664415,-4.788733,1
212,12.40607304,-1.91622927,-0.3141114,1
213,11.06997066,-6.38942253,-6.46260984,1
214,-3.77378544,-0.71271369,-1.14962162,1
215,17.52863164,-6.38989856,5.45638432,1
216,25.13106086,-12.43746988,-3.1746034,1
217,4.11405032,-6.28611488,-8.49806528,1
218,0.534686228,1.48103638,4.043872006,1
219,18.91043701,-9.661004506,-2.472631814,1
220,2.249505604,-7.8976258,-2.84873052,1
221,-1.112530516,-0.69700318,1.11934814,1
222,11.27015996,-4.855987601,2.16052244,1
223,15.85975352,-9.11637582,-3.74041744,1
224,4.1349974,-4.95881966,-6.72492664,1
225,10.81312866,-3.9119323,-0.53453368,1
226,21.86781,-9.77383414,-0.95443108,1
227,5.8779051,-5.83289186,-6.52592754,1
228,1.26879272,-0.73508906,-2.55070794,1
229,12.73932494,-3.23400262,2.779895048,1
230,28.2479188,-10.58458861,3.8310669,1
231,9.1271118,-8.49652728,-2.84349376,1
232,-0.30653686,1.007342478,-0.8592163,1
233,12.93403948,-4.900738654,9.61108412,1
234,6.25805056,-5.977618394,-0.07893058,1
235,0.13859266,-0.355657914,-0.263171374,1
236,17.9380555,-2.84314565,2.07482914,1
237,19.89424468,-7.38346562,3.10172122,1
238,11.4934388,-9.92808206,-2.68115238,1
239,8.743634,-8.75717776,11.0835815,1
240,7.55011604,-1.2378234,1.80156244,1
241,5.20783064,0.05519414,2.41379389,1
242,9.2516052,-2.89408572,0.62946779,1
243,8.3361144,-5.00071408,0.480456534,1
244,8.21566766,-5.42061152,-0.070361328,1
245,5.9771668,-8.37655626,-0.933483861,1
246,5.43444218,-7.82335812,2.45616458,1
247,0.489935302,2.05708614,8.7860472,1
248,-0.163714608,5.54052126,7.7810546,1
249,1.418121333,3.941863967,9.67218,1
