,x,y,z,
47,1.453033445,-11.56375425,7.55801394,0
48,-0.123367305,-9.77192997,6.86068414,0
49,0.576461808,-7.89024659,5.134439003,0
50,1.555389405,-8.15696721,5.591351293,0
51,2.732839945,-8.30216971,6.671801793,0
52,1.780096412,-6.01570419,6.1670441,0
53,1.470291127,-3.7605407,4.77357485,0
54,0.596099852,-2.6646179,4.76262517,0
55,1.297476184,-3.84623413,5.49351809,0
56,1.340798939,-7.89845889,6.62490842,0
57,1.748080449,-10.17564094,7.42780756,0
58,0.412811289,-10.64790645,7.01481315,0
59,-0.061477651,-9.24277335,6.25714112,0
60,0.3904358,-8.6937408,6.29677429,0
61,1.825918593,-9.12982483,7.41185924,0
62,2.34281616,-7.60269771,6.92721566,0
63,1.93446348,-4.85039367,5.845098853,0
64,0.962676985,-2.663546741,4.610043313,0
65,0.563250725,-2.667950441,5.19490057,0
66,1.573361186,-5.32599177,5.38425906,0
67,1.586572251,-9.94438773,7.24023438,0
68,1.149298079,-10.81643671,7.80914309,0
69,0.513977048,-9.50687554,6.75023503,0
70,-0.151931762,-8.6649384,6.51303095,0
71,1.154772962,-8.9302308,7.03778375,0
72,2.505157474,-8.25968021,7.27451173,0
73,2.065145877,-5.55593563,5.84474193,0
74,2.199755855,-5.38800046,6.08492133,0
75,1.540155015,-5.59211726,6.70072332,0
76,1.28164671,-7.09734496,7.47850951,0
77,1.42565917,-8.05520626,7.34996958,0
78,1.986950674,-8.6212585,7.52445077,0
79,0.735589583,-7.99474487,6.70036628,0
80,-0.155978394,-7.969513,6.60836495,0
81,1.363769532,-9.143988,7.24975585,0
82,1.967788693,-8.05282592,6.95649414,0
83,1.659411633,-5.646508751,5.8922302,0
84,1.299499503,-2.714843743,4.13480222,0
85,0.3494934,-1.861599723,3.421166948,0
86,0.117645256,-5.032968162,4.783929498,0
87,1.009213246,-9.9011841,7.06908577,0
88,1.172863772,-10.9568786,8.04265756,0
89,0.768557738,-10.5860168,7.30176694,0
90,0.004458614,-8.57305603,6.45899652,0
91,1.827941856,-9.37048038,7.30343325,0
92,2.179522672,-8.47248533,7.191674847,0
93,2.74438473,-6.60460812,5.65252687,0
94,1.119067374,-3.187942486,3.877246075,0
95,0.94339598,-3.063330072,4.859625255,0
96,0.734637433,-6.016537542,5.179666135,0
97,1.719754023,-10.5071077,6.92245485,0
98,1.60228273,-11.3821321,8.2392762,0
99,0.442446907,-10.29311223,7.07110903,0
100,0.361395257,-9.43689273,7.21452633,0
101,1.127517685,-9.05853276,7.45494384,0
102,1.998495455,-8.58281558,6.8330719,0
103,2.06538388,-6.00296943,6.44983216,0
104,1.15512997,-2.436102285,4.11968687,0
105,0.98790891,-2.489184629,4.510543878,0
106,0.795812968,-5.500354029,5.308087228,0
107,1.62691953,-10.2382447,7.47351081,0
108,1.275100685,-10.65945133,7.43601991,0
109,0.178820782,-9.60637515,7.39710086,0
110,0.28748474,-8.66910415,6.85509039,0
111,1.528967305,-9.17790846,7.32557069,0
112,2.45457462,-8.44213577,7.59371946,0
113,2.06800235,-5.805160604,6.21369936,0
114,0.354730229,-2.639862118,3.94770508,0
115,0.879483029,-2.382305944,4.06981812,0
116,1.038491813,-5.76457519,5.28499761,0
117,2.0012329,-9.67731016,7.00374446,0
118,1.24022827,-10.7875152,7.63513786,0
119,0.632757569,-9.77002559,6.93923652,0
120,0.511358627,-9.21516109,6.98672492,0
121,1.169412198,-8.77871999,6.91340942,0
122,2.645242293,-8.58388669,7.1196686,0
123,1.678573638,-7.13197945,6.93007199,0
124,1.80425722,-9.18552553,7.44530335,0
125,0.707501235,-8.43773189,6.32307745,0
126,0.489221215,-7.68267823,6.13598032,0
127,0.570867925,-7.38179934,7.17620248,0
128,1.51980284,-7.3231233,7.42637946,0
129,0.852465801,-7.21076976,6.60955511,0
130,1.132397457,-9.0327058,6.91626582,0
131,1.478860468,-9.75431527,7.81402284,0
132,2.269024654,-8.63280337,7.88852842,0
133,1.880548093,-5.993566916,5.98530276,0
134,0.953750603,-2.826483152,4.204428095,0
135,0.641802939,-2.221392842,4.081124895,0
136,0.965890479,-5.844079646,5.522558615,0
137,1.479098517,-9.57578737,7.1194305,0
138,1.463745113,-11.113388,8.09276424,0
139,0.795336914,-9.4111847,7.05408935,0
140,0.157159422,-8.4471344,6.55230709,0
141,1.409948719,-9.0315155,6.78689271,0
142,2.451123025,-9.04567867,7.90626213,0
143,1.597164904,-5.691973919,6.13645625,0
144,1.189645365,-2.588088935,3.94508663,0
145,0.91780698,-2.448242155,3.76179807,0
146,0.956130968,-5.738867076,5.27738033,0
147,1.736059573,-10.02365414,7.2471374,0
148,0.902572639,-10.58970647,7.68143615,0
149,1.116210947,-9.52460944,7.07099005,0
150,0.836636348,-9.67766727,7.40257582,0
151,1.448629751,-8.19529116,6.93911749,0
152,1.550747672,-5.358602926,5.796420302,0
153,1.050036642,-3.61379091,4.304760762,0
154,0.946728535,-6.95226135,6.084921242,0
155,0.929589863,-10.15838314,7.45256344,0
156,0.159063713,-9.64303271,7.16894216,0
157,1.08740843,-7.76491991,6.60717463,0
158,1.670480327,-5.78992607,5.72203364,0
159,1.566696145,-3.880868483,4.65919798,0
160,1.893164054,-6.386447113,5.66490473,0
161,0.883886728,-9.42201529,7.04694824,0
162,0.420071412,-8.42928148,6.78379821,0
163,0.508383176,-7.61448051,6.07123408,0
164,1.377813716,-7.35930488,6.60027162,0
165,1.767242429,-7.339666855,6.65037851,0
166,2.784851079,-6.418701185,7.01481331,0
167,1.998376459,-6.315869165,5.55874023,0
168,2.040747054,-6.38442384,5.83962407,0
169,1.826989725,-5.73077396,4.84534305,0
170,1.944103991,-6.31872562,5.67871099,0
171,1.607995604,-7.22921758,5.82105719,0
172,0.608715813,-6.53034063,6.79677134,0
173,1.098596193,-6.0614075,6.07361458,0
174,1.501593033,-6.97999273,6.8181946,0
175,0.155731206,-6.60817875,5.906750514,0
176,1.325683559,-7.67125246,5.230010974,0
177,1.941961638,-7.73266598,5.328558395,0
178,0.815570024,-7.41917118,5.511370865,0
179,0.320452862,-5.90073242,6.13621824,0
180,1.079077128,-6.45416869,6.40281981,0
181,1.594903554,-6.53962401,6.0133911,0
182,1.037182614,-6.03593751,6.39615479,0
183,0.637994384,-7.19565439,6.78867802,0
184,1.242370604,-7.32467047,5.90317999,0
185,1.520874022,-8.0871033,6.69465332,0
186,0.843420417,-7.364898735,6.31807859,0
187,1.509686297,-7.943566965,6.67180176,0
188,1.513732915,-6.92024541,5.39140019,0
189,1.60823368,-7.34038095,4.663006664,0
190,3.46254276,-6.73100592,4.533514434,0
191,2.53253173,-6.98237305,7.22547607,0
192,1.956719965,-6.9197692,8.04884646,0
193,2.41375122,-6.65102538,7.49445803,0
194,2.562762452,-7.39441534,6.79700924,0
195,2.975994897,-7.75670786,7.72892449,0
196,1.006237807,-6.761712738,7.08360585,0
197,-0.08873291,-6.169000218,5.78297118,0
198,0.346874997,-4.811950688,4.81177981,0
199,0.698693857,-4.83337402,7.43042604,0
200,1.05789186,-5.44179681,6.31165164,0
201,0.019812023,-6.6662597,6.3542602,0
202,1.029803463,-5.83027339,6.58539426,0
203,0.90245362,-4.59533692,7.82961426,0
204,1.458032244,-4.62604369,7.35972902,0
205,1.151202404,-6.1075866,6.86794438,0
206,1.929345704,-6.58675531,6.89674677,0
207,2.475640864,-6.29849255,7.17405996,0
208,2.685351554,-5.67769175,6.66061394,0
209,0.698693824,-6.77528079,5.98554082,0
210,0.398410006,-7.4292877,5.94888304,0
211,1.883166516,-7.10496222,5.65324091,0
212,2.098947144,-8.40619208,6.33176572,0
213,3.466708348,-9.05151074,7.50897819,0
214,2.849597148,-7.55104382,7.25868213,0
215,2.50718077,-6.01272887,6.38627615,0
216,1.47969361,-4.33873287,6.05052486,0
217,2.21153869,-5.18067014,6.67691953,0
218,1.622872922,-8.77098388,6.37139894,0
219,0.652752703,-9.56828921,6.01255801,0
220,1.095977781,-9.17933658,6.42662358,0
221,1.67440796,-6.471902484,5.69085083,0
222,2.681423948,-4.568438704,5.54898069,0
223,2.087521358,-4.951559424,5.0923065,0
224,2.007540886,-8.37536621,6.19667971,0
225,0.890908812,-9.0487732,5.26416934,0
226,1.392572003,-8.2469452,4.99090273,0
227,1.698092637,-6.19577945,4.69014282,0
228,1.244989019,-4.0088135,5.53707885,0
229,1.244631959,-5.28671562,5.75393067,0
230,1.650842295,-8.88274224,6.28451539,0
231,0.6906006,-9.31406553,5.50708623,0
232,1.66286317,-8.6054291,5.66978464,0
233,2.49385069,-8.36489253,6.19049081,0
234,2.41256101,-7.49879455,7.16977534,0
235,2.72724608,-7.23326413,6.30903313,0
236,3.42897953,-8.0323547,4.98269036,0
237,3.6713013,-7.292297342,3.8101196,0
238,2.368524179,-7.895721342,4.85462641,0
239,2.819604509,-7.532952852,5.09266352,0
240,2.98932497,-7.51652836,4.67300413,0
241,2.567523167,-7.78241582,5.65062251,0
242,1.736773685,-6.91191401,6.40520013,0
243,1.732489038,-6.98737176,6.87937004,0
244,1.860791033,-5.25446162,6.19525143,0
245,0.967913828,-4.50583495,6.57158813,0
246,0.058135992,-6.01046759,7.1400208,0
247,-0.495062278,-7.03854988,5.61444096,0
248,-0.401037625,-8.58698132,2.8465454,0
249,-1.032312025,-8.48533947,1.839410393,0
250,-1.758801278,-8.8473938,0.771337893,0
251,-1.68096314,-8.96331786,-0.229608157,0
252,-0.611700448,-8.9395141,-0.000854502,0
253,0.845324704,-9.5041382,0.605664047,0
254,3.31305543,-8.43892217,3.211218232,0
255,2.473022457,-3.99476932,5.817486622,0
256,0.609489431,0.692657438,7.849609438,0
257,-0.663116463,5.047546375,7.744278,0
